,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Renda Emp.,Situação
14249,62000,25,14400,DEBTCONSOLIDATION,0.0,13.47,0.23,0
14250,64000,25,14400,MEDICAL,9.0,9.62,0.23,0
14251,102000,21,18000,EDUCATION,0.0,14.96,0.18,0
14252,102000,23,15000,EDUCATION,7.0,8.94,0.15,0
14253,70000,24,14400,EDUCATION,4.0,12.68,0.21,0
14254,90000,24,19200,VENTURE,5.0,12.84,0.21,1
14255,70000,24,14400,HOMEIMPROVEMENT,5.0,12.23,0.21,0
14256,72000,23,14400,DEBTCONSOLIDATION,3.0,11.14,0.2,0
14257,102211,25,15000,DEBTCONSOLIDATION,3.0,11.58,0.15,0
14258,72000,24,14400,PERSONAL,6.0,10.0,0.2,0
14259,68000,23,14400,PERSONAL,1.0,17.99,0.21,1
14261,102500,26,11800,EDUCATION,4.0,6.03,0.12,0
14262,102960,24,16000,DEBTCONSOLIDATION,2.0,7.88,0.16,0
14263,102996,24,20000,VENTURE,3.0,6.91,0.19,0
14264,102996,24,5000,VENTURE,1.0,14.22,0.05,0
14265,102996,22,8000,MEDICAL,6.0,7.74,0.08,0
14266,103000,24,21000,VENTURE,8.0,13.49,0.2,0
14267,103000,24,24000,EDUCATION,8.0,16.77,0.23,0
14268,103000,23,4000,DEBTCONSOLIDATION,6.0,13.49,0.04,0
14269,103000,22,15000,VENTURE,7.0,15.99,0.15,0
14272,103000,24,8000,PERSONAL,8.0,10.74,0.08,0
14273,103000,23,21850,DEBTCONSOLIDATION,7.0,10.0,0.21,0
14274,103000,24,6400,HOMEIMPROVEMENT,8.0,10.37,0.06,0
14275,103000,23,17000,EDUCATION,7.0,14.35,0.17,0
14277,76000,22,14400,EDUCATION,0.0,14.35,0.19,0
14278,78000,23,14400,VENTURE,6.0,14.27,0.18,0
14279,80000,22,14400,PERSONAL,1.0,11.71,0.18,0
14280,80000,23,14400,MEDICAL,1.0,12.68,0.18,0
14281,91000,26,5000,DEBTCONSOLIDATION,10.0,14.96,0.05,1
14282,77350,24,25000,MEDICAL,2.0,15.7,0.27,1
14284,30000,23,4000,DEBTCONSOLIDATION,1.0,15.65,0.13,0
14285,81380,26,14400,MEDICAL,9.0,10.37,0.18,0
14287,103000,23,20000,PERSONAL,1.0,17.04,0.19,0
14288,82000,23,14400,VENTURE,3.0,7.66,0.18,0
14289,103200,26,9000,PERSONAL,8.0,6.76,0.09,0
14291,103500,25,7500,PERSONAL,0.0,6.54,0.07,0
14292,85000,25,14400,EDUCATION,5.0,8.49,0.17,0
14294,30000,25,3425,PERSONAL,0.0,6.17,0.11,0
14295,94500,26,14400,HOMEIMPROVEMENT,6.0,10.37,0.15,0
14296,104000,22,13600,PERSONAL,6.0,6.03,0.13,0
14297,104000,23,9000,PERSONAL,7.0,10.65,0.09,0
14298,78200,26,15000,MEDICAL,3.0,14.27,0.16,1
14299,104000,25,14000,HOMEIMPROVEMENT,9.0,10.99,0.13,0
14301,104000,25,10000,HOMEIMPROVEMENT,2.0,6.92,0.1,0
14302,100000,25,14400,MEDICAL,1.0,11.71,0.14,0
14303,30000,25,1200,DEBTCONSOLIDATION,9.0,16.69,0.04,1
14304,100000,22,14400,MEDICAL,2.0,10.74,0.14,0
14305,30000,22,3000,PERSONAL,5.0,10.36,0.1,0
14306,30000,26,7000,PERSONAL,3.0,9.99,0.23,0
14307,104000,24,14000,PERSONAL,9.0,9.99,0.13,0
14309,113000,25,14400,DEBTCONSOLIDATION,8.0,11.71,0.13,1
14310,130000,26,14400,VENTURE,3.0,14.46,0.11,0
14311,104000,25,11000,VENTURE,4.0,13.11,0.11,0
14312,135000,24,14400,MEDICAL,6.0,12.69,0.11,0
14313,28000,26,14500,PERSONAL,10.0,12.53,0.52,1
14314,104000,24,25000,EDUCATION,8.0,12.84,0.24,0
14315,104000,21,15000,EDUCATION,5.0,9.63,0.14,0
14316,104004,26,15000,DEBTCONSOLIDATION,10.0,14.22,0.14,0
14317,92085,25,2500,HOMEIMPROVEMENT,4.0,15.27,0.03,1
14319,104606,24,5000,VENTURE,8.0,15.28,0.05,0
14321,104740,21,19200,MEDICAL,5.0,11.99,0.18,0
14323,30000,25,14500,VENTURE,0.0,14.42,0.48,1
14324,105000,25,9600,DEBTCONSOLIDATION,2.0,11.71,0.09,0
14325,105000,24,13000,EDUCATION,8.0,9.91,0.12,0
14326,30600,25,14500,MEDICAL,0.0,17.04,0.47,1
14327,105000,24,12000,PERSONAL,5.0,16.29,0.11,0
14328,105000,22,12000,MEDICAL,6.0,6.62,0.11,0
14329,105000,26,4800,HOMEIMPROVEMENT,10.0,11.71,0.05,0
14330,105000,26,7200,HOMEIMPROVEMENT,2.0,10.65,0.07,0
14332,105000,23,7200,VENTURE,4.0,7.51,0.07,0
14334,105000,26,5300,PERSONAL,0.0,12.69,0.05,0
14335,30000,21,14500,VENTURE,1.0,14.59,0.48,1
14336,105000,24,11000,PERSONAL,8.0,5.42,0.1,0
14337,36000,26,14500,DEBTCONSOLIDATION,2.0,9.88,0.4,1
14338,105000,26,12000,DEBTCONSOLIDATION,6.0,11.99,0.11,0
14339,37000,26,14500,VENTURE,5.0,15.33,0.39,1
14340,105000,26,12000,VENTURE,9.0,10.99,0.11,0
14341,105000,23,20000,EDUCATION,5.0,11.49,0.19,0
14342,105000,25,16000,VENTURE,3.0,8.49,0.15,0
14343,105000,26,10000,EDUCATION,0.0,7.49,0.1,0
14344,105000,22,3650,DEBTCONSOLIDATION,6.0,11.99,0.03,0
14345,105000,26,6000,DEBTCONSOLIDATION,2.0,10.99,0.06,0
14347,105000,24,5600,HOMEIMPROVEMENT,8.0,15.23,0.05,0
14348,105000,23,19000,VENTURE,4.0,11.99,0.18,0
14349,31000,22,14500,PERSONAL,5.0,11.58,0.47,1
14350,105000,24,6000,MEDICAL,8.0,9.99,0.06,0
14351,36000,25,14500,VENTURE,0.0,14.54,0.4,1
14352,105000,25,4800,VENTURE,9.0,15.23,0.05,0
14353,43000,24,14500,PERSONAL,3.0,10.75,0.34,1
14354,37200,25,14500,EDUCATION,3.0,13.85,0.39,1
14355,105000,26,5000,PERSONAL,11.0,8.49,0.05,0
14356,105000,26,10000,VENTURE,10.0,15.65,0.1,0
14357,45000,23,14500,PERSONAL,2.0,10.36,0.32,1
14358,105000,24,9850,MEDICAL,2.0,9.63,0.09,0
14359,105000,24,25000,EDUCATION,6.0,10.74,0.24,0
14360,45000,25,14500,PERSONAL,0.0,13.16,0.32,1
14362,105000,22,15000,VENTURE,2.0,15.95,0.14,0
14364,55000,24,14500,EDUCATION,3.0,6.62,0.26,0
14365,49500,24,14500,EDUCATION,3.0,11.49,0.29,1
14366,105000,23,15000,EDUCATION,5.0,16.82,0.14,0
14367,51996,22,14500,HOMEIMPROVEMENT,3.0,13.16,0.28,1
14369,59000,26,14500,VENTURE,3.0,11.97,0.25,1
14370,105000,22,6000,PERSONAL,6.0,14.22,0.06,0
14371,105000,23,12000,VENTURE,7.0,11.36,0.11,0
14372,105000,24,10000,HOMEIMPROVEMENT,8.0,7.51,0.1,0
14373,105000,22,16000,PERSONAL,3.0,12.73,0.15,0
14374,105000,23,12000,DEBTCONSOLIDATION,7.0,10.25,0.11,0
14375,105000,25,12000,DEBTCONSOLIDATION,9.0,13.48,0.11,0
14376,105000,24,18000,VENTURE,0.0,8.94,0.17,0
14377,105000,23,20000,MEDICAL,3.0,11.48,0.19,0
14379,105000,26,15000,MEDICAL,0.0,8.94,0.14,0
14380,93000,26,25000,DEBTCONSOLIDATION,7.0,16.0,0.27,1
14381,100000,26,14500,PERSONAL,11.0,8.94,0.14,0
14382,105000,22,12800,MEDICAL,6.0,11.83,0.12,0
14383,105000,25,5000,EDUCATION,0.0,11.48,0.05,0
14384,162000,25,14500,EDUCATION,5.0,7.9,0.09,0
14386,30000,26,12000,PERSONAL,3.0,11.36,0.4,0
14387,105000,25,12000,VENTURE,3.0,12.84,0.11,0
14388,105000,25,15000,PERSONAL,1.0,12.53,0.14,0
14389,30000,25,11500,HOMEIMPROVEMENT,3.0,11.36,0.38,0
14390,30000,23,3000,PERSONAL,5.0,12.18,0.1,0
14391,105000,26,25000,VENTURE,3.0,11.58,0.24,0
14392,30000,25,10000,DEBTCONSOLIDATION,4.0,14.61,0.33,0
14393,105000,26,9500,DEBTCONSOLIDATION,10.0,9.32,0.09,0
14394,105000,26,5000,MEDICAL,0.0,7.68,0.05,0
14395,60000,24,14525,VENTURE,1.0,10.99,0.24,0
14396,30000,22,2500,EDUCATION,0.0,12.53,0.08,0
14397,48000,24,14550,DEBTCONSOLIDATION,2.0,9.62,0.3,0
14398,105000,25,6500,PERSONAL,6.0,13.87,0.06,0
14399,105000,24,4000,VENTURE,4.0,11.34,0.04,0
14400,35000,26,14575,MEDICAL,7.0,10.65,0.42,1
14402,30000,23,14600,PERSONAL,3.0,6.03,0.49,1
14403,105018,24,28000,HOMEIMPROVEMENT,8.0,15.62,0.27,0
14404,60000,26,14650,VENTURE,0.0,12.61,0.24,0
14405,31200,25,14700,DEBTCONSOLIDATION,8.0,12.29,0.47,1
14406,82440,24,14700,DEBTCONSOLIDATION,8.0,8.49,0.18,0
14407,24000,22,15000,PERSONAL,1.0,12.73,0.63,1
14408,105508,24,3500,MEDICAL,8.0,7.66,0.03,0
14409,105600,22,8000,PERSONAL,4.0,11.49,0.08,0
14410,105600,23,25000,PERSONAL,2.0,6.99,0.24,0
14411,28000,22,15000,EDUCATION,6.0,10.99,0.54,1
14412,105600,23,15000,DEBTCONSOLIDATION,7.0,7.51,0.14,0
14413,105804,24,15000,PERSONAL,8.0,7.49,0.14,0
14414,105897,25,25000,MEDICAL,9.0,11.36,0.24,0
14415,105996,24,3000,MEDICAL,7.0,7.51,0.03,0
14416,105999,23,8550,VENTURE,6.0,9.88,0.08,0
14418,28800,26,15000,MEDICAL,10.0,10.0,0.52,1
14419,106000,26,5000,MEDICAL,10.0,12.98,0.05,0
14420,106000,25,12000,DEBTCONSOLIDATION,3.0,6.54,0.11,0
14422,106000,23,10000,EDUCATION,7.0,7.14,0.09,0
14423,79900,25,15000,MEDICAL,7.0,11.12,0.16,1
14424,29040,26,15000,EDUCATION,2.0,9.62,0.52,1
14425,30000,22,15000,DEBTCONSOLIDATION,1.0,15.27,0.5,1
14426,30000,26,7500,EDUCATION,3.0,11.14,0.25,0
14427,106000,24,4575,DEBTCONSOLIDATION,8.0,7.51,0.04,0
14428,30000,26,15000,DEBTCONSOLIDATION,5.0,12.84,0.5,1
14429,106000,26,10000,EDUCATION,9.0,15.33,0.09,0
14430,106000,22,25000,EDUCATION,5.0,18.09,0.24,0
14432,106226,25,20000,EDUCATION,9.0,12.18,0.19,0
14433,106800,24,11525,EDUCATION,6.0,5.42,0.11,0
14434,106800,24,16000,PERSONAL,8.0,13.06,0.15,0
14435,31680,21,15000,MEDICAL,5.0,12.61,0.47,1
14436,106839,24,14000,DEBTCONSOLIDATION,8.0,7.88,0.13,0
14437,30000,26,5000,VENTURE,4.0,11.58,0.17,0
14439,106870,25,6000,EDUCATION,9.0,15.27,0.06,0
14440,106921,23,30000,MEDICAL,6.0,9.99,0.28,0
14441,106925,23,24250,EDUCATION,7.0,12.18,0.23,0
14442,106982,22,30000,EDUCATION,6.0,14.91,0.28,0
14443,30000,25,3000,PERSONAL,1.0,9.63,0.1,0
14444,107000,25,24000,DEBTCONSOLIDATION,4.0,5.99,0.22,0
14445,80750,22,24000,MEDICAL,1.0,15.99,0.25,1
14446,32000,22,15000,EDUCATION,6.0,9.88,0.47,1
14447,32000,21,15000,VENTURE,5.0,11.09,0.47,1
14449,32240,22,15000,PERSONAL,3.0,13.22,0.47,1
14450,107000,22,10000,VENTURE,1.0,7.14,0.09,0
14451,107000,25,1000,MEDICAL,1.0,7.4,0.01,0
14452,95000,23,19800,HOMEIMPROVEMENT,1.0,13.22,0.21,1
14453,107000,25,7000,MEDICAL,0.0,12.87,0.07,0
14454,107000,22,17400,MEDICAL,2.0,13.47,0.16,0
14455,30000,24,15000,MEDICAL,1.0,15.68,0.5,1
14456,95000,23,15000,HOMEIMPROVEMENT,3.0,17.03,0.16,1
14457,33204,23,2000,MEDICAL,7.0,14.72,0.06,0
14458,107004,22,10000,EDUCATION,2.0,7.29,0.09,0
14459,107203,24,6000,PERSONAL,8.0,7.4,0.06,0
14460,107280,23,25000,EDUCATION,4.0,16.45,0.23,0
14462,30000,24,7500,HOMEIMPROVEMENT,6.0,10.96,0.25,0
14463,107496,26,20000,DEBTCONSOLIDATION,9.0,12.69,0.19,0
14464,33996,22,2000,EDUCATION,3.0,8.0,0.06,0
14465,107900,26,16500,MEDICAL,10.0,8.94,0.15,0
14466,108000,22,8000,VENTURE,2.0,15.27,0.07,0
14467,108000,25,4800,PERSONAL,9.0,12.42,0.04,0
14468,34800,21,2000,MEDICAL,3.0,11.71,0.06,0
14470,34884,23,2000,EDUCATION,3.0,6.92,0.06,0
14471,108000,25,15000,VENTURE,8.0,6.62,0.14,0
14472,35000,25,2000,VENTURE,5.0,9.91,0.06,0
14473,35000,24,2000,EDUCATION,4.0,10.59,0.06,0
14475,108000,25,21000,HOMEIMPROVEMENT,0.0,11.71,0.19,0
14476,35000,26,2000,MEDICAL,9.0,13.99,0.06,0
14477,108000,24,10000,PERSONAL,4.0,5.99,0.09,0
14478,108000,23,35000,VENTURE,2.0,8.49,0.32,0
14479,108000,26,6000,EDUCATION,1.0,7.49,0.06,0
14480,35000,22,2000,VENTURE,0.0,12.99,0.06,0
14484,35064,22,2000,DEBTCONSOLIDATION,4.0,8.38,0.06,0
14485,35400,25,2000,MEDICAL,2.0,8.49,0.06,0
14486,108000,26,7200,HOMEIMPROVEMENT,4.0,9.62,0.07,0
14487,96000,26,10000,VENTURE,2.0,21.14,0.1,1
14488,108000,26,9000,PERSONAL,4.0,5.79,0.08,0
14489,108000,24,9050,EDUCATION,3.0,5.42,0.08,0
14490,108000,25,24250,HOMEIMPROVEMENT,10.0,10.75,0.22,0
14491,108000,26,9000,VENTURE,3.0,10.38,0.08,0
14492,108000,25,10000,VENTURE,5.0,7.88,0.09,0
14493,108000,24,9950,EDUCATION,5.0,14.96,0.09,0
14494,108000,23,4500,DEBTCONSOLIDATION,7.0,7.14,0.04,0
14495,36108,26,2000,MEDICAL,7.0,16.49,0.06,0
14496,37000,24,2000,MEDICAL,2.0,5.42,0.05,0
14497,108000,26,13000,PERSONAL,5.0,8.94,0.12,0
14498,37000,23,2000,PERSONAL,2.0,11.14,0.05,0
14499,108000,26,18500,MEDICAL,2.0,12.18,0.17,0
14500,108000,26,10000,HOMEIMPROVEMENT,7.0,13.57,0.09,0
14501,37315,25,2000,DEBTCONSOLIDATION,1.0,6.39,0.05,0
14502,38000,22,2000,EDUCATION,0.0,11.36,0.05,0
14503,108000,23,14000,EDUCATION,1.0,11.89,0.13,0
14504,108000,24,18000,HOMEIMPROVEMENT,1.0,12.53,0.17,0
14505,108000,24,10000,EDUCATION,5.0,9.7,0.09,0
14506,108000,25,15000,MEDICAL,9.0,10.39,0.14,0
14507,108060,23,14400,DEBTCONSOLIDATION,7.0,14.27,0.13,0
14508,38000,24,2000,MEDICAL,1.0,11.83,0.05,0
14509,108288,24,10000,DEBTCONSOLIDATION,5.0,8.49,0.09,0
14511,38400,23,2000,VENTURE,1.0,7.66,0.05,0
14512,108600,22,14400,EDUCATION,6.0,13.48,0.13,0
14513,108600,23,8000,MEDICAL,3.0,12.87,0.07,0
14514,108600,24,15000,DEBTCONSOLIDATION,4.0,12.18,0.14,0
14515,32400,25,2000,EDUCATION,1.0,14.35,0.06,1
14516,39000,26,2000,EDUCATION,2.0,12.98,0.05,0
14517,108960,25,10000,PERSONAL,0.0,13.57,0.09,0
14518,109000,25,12000,VENTURE,9.0,7.51,0.11,0
14519,109000,25,16000,DEBTCONSOLIDATION,6.0,6.03,0.15,0
14520,33500,24,2000,HOMEIMPROVEMENT,5.0,13.8,0.06,1
14521,109000,24,8800,DEBTCONSOLIDATION,3.0,12.69,0.08,0
14522,109000,23,7500,EDUCATION,5.0,8.9,0.07,0
14523,109000,24,6000,EDUCATION,8.0,11.99,0.06,0
14524,109000,26,15000,PERSONAL,10.0,6.99,0.14,0
14525,109000,25,5000,VENTURE,5.0,8.49,0.05,0
14526,109000,26,20000,DEBTCONSOLIDATION,0.0,6.54,0.18,0
14527,109000,26,20000,MEDICAL,8.0,10.75,0.18,0
14528,109000,25,15000,DEBTCONSOLIDATION,5.0,10.25,0.14,0
14529,109000,24,15250,VENTURE,9.0,11.14,0.14,0
14530,97000,22,14000,DEBTCONSOLIDATION,4.0,11.48,0.14,1
14531,109000,25,14000,EDUCATION,9.0,9.63,0.13,0
14532,109000,26,6000,PERSONAL,10.0,7.68,0.06,0
14533,109200,26,2300,PERSONAL,10.0,7.9,0.02,0
14534,109200,23,10000,VENTURE,4.0,8.63,0.09,0
14535,109500,24,3500,EDUCATION,3.0,10.75,0.03,0
14536,109500,26,20000,VENTURE,11.0,17.56,0.18,0
14537,109500,26,5000,VENTURE,10.0,10.95,0.05,0
14538,109720,24,20000,VENTURE,2.0,10.75,0.18,0
14540,110000,25,5500,DEBTCONSOLIDATION,8.0,6.62,0.05,0
14541,40000,23,2000,PERSONAL,5.0,11.71,0.05,0
14542,33600,25,15000,PERSONAL,0.0,11.11,0.45,1
14543,110000,26,5000,MEDICAL,1.0,12.69,0.05,0
14544,33800,21,15000,MEDICAL,5.0,11.71,0.44,1
14545,33996,22,15000,VENTURE,6.0,14.96,0.44,1
14546,40800,22,2000,EDUCATION,5.0,6.62,0.05,0
14547,110000,25,1200,VENTURE,5.0,13.49,0.01,0
14548,34800,22,2000,DEBTCONSOLIDATION,6.0,16.89,0.06,1
14550,42000,25,2000,MEDICAL,2.0,9.25,0.05,0
14551,110000,25,10000,DEBTCONSOLIDATION,1.0,12.69,0.09,0
14553,110000,25,28000,PERSONAL,6.0,9.91,0.25,0
14554,110000,24,27300,PERSONAL,8.0,7.51,0.25,0
14555,42000,22,2000,EDUCATION,6.0,10.36,0.05,0
14556,28872,23,2000,VENTURE,7.0,10.37,0.07,0
14557,110000,25,8400,DEBTCONSOLIDATION,7.0,12.69,0.08,0
14559,110000,24,5000,EDUCATION,0.0,6.03,0.05,0
14560,110000,22,2800,PERSONAL,6.0,8.49,0.03,0
14561,110000,23,2500,VENTURE,4.0,6.99,0.02,0
14563,110000,22,28000,DEBTCONSOLIDATION,0.0,7.49,0.25,0
14564,42870,23,2000,MEDICAL,7.0,5.42,0.05,0
14565,110000,24,10800,MEDICAL,8.0,6.99,0.1,0
14566,110000,23,7000,VENTURE,0.0,10.59,0.06,0
14567,42996,23,2000,VENTURE,7.0,13.61,0.05,0
14570,110000,24,10000,PERSONAL,8.0,15.62,0.09,0
14571,37680,26,2000,MEDICAL,5.0,14.96,0.05,1
14572,110000,21,14000,VENTURE,0.0,9.99,0.13,0
14573,83300,26,28000,MEDICAL,0.0,15.62,0.29,1
14574,44000,25,2000,VENTURE,2.0,7.66,0.05,0
14575,110000,26,23750,HOMEIMPROVEMENT,10.0,12.99,0.22,0
14576,98000,24,16000,DEBTCONSOLIDATION,1.0,14.79,0.16,1
14577,44304,21,2000,EDUCATION,5.0,13.85,0.05,0
14578,45000,23,2000,DEBTCONSOLIDATION,1.0,13.49,0.04,0
14579,45000,24,2000,PERSONAL,1.0,13.99,0.04,0
14580,39000,25,2000,HOMEIMPROVEMENT,3.0,7.66,0.05,1
14581,110000,26,5000,VENTURE,4.0,9.63,0.05,0
14582,45000,26,2000,PERSONAL,5.0,11.49,0.04,0
14584,110000,26,4000,DEBTCONSOLIDATION,3.0,6.92,0.04,0
14585,110000,24,13200,EDUCATION,0.0,15.28,0.12,0
14586,110000,22,9000,VENTURE,2.0,11.11,0.08,0
14587,110000,25,10800,EDUCATION,5.0,6.92,0.1,0
14588,110000,25,6500,EDUCATION,1.0,10.37,0.06,0
14589,110000,23,18000,PERSONAL,1.0,10.37,0.16,0
14590,45000,24,2000,VENTURE,0.0,7.51,0.04,0
14591,110000,26,12000,HOMEIMPROVEMENT,2.0,10.74,0.11,0
14592,110000,26,15000,PERSONAL,5.0,11.11,0.14,0
14593,39000,22,2000,DEBTCONSOLIDATION,0.0,14.84,0.05,1
14594,28800,23,12250,MEDICAL,7.0,7.51,0.43,0
14595,45000,23,2000,VENTURE,7.0,7.05,0.04,0
14596,45500,25,2000,MEDICAL,3.0,13.49,0.04,0
14598,110000,22,8000,PERSONAL,5.0,12.98,0.07,0
14600,110000,22,6000,VENTURE,6.0,9.99,0.05,0
14602,110000,23,7500,VENTURE,8.0,13.72,0.07,0
14603,110000,26,15600,VENTURE,0.0,6.17,0.14,0
14604,45996,24,2000,MEDICAL,3.0,12.98,0.04,0
14605,110000,26,20000,PERSONAL,9.0,13.72,0.18,0
14606,45996,22,2000,EDUCATION,6.0,11.36,0.04,0
14608,110000,26,17000,EDUCATION,8.0,8.88,0.15,0
14609,110000,24,7500,PERSONAL,8.0,6.17,0.07,0
14610,110000,23,5000,VENTURE,7.0,6.91,0.05,0
14611,110000,21,10000,DEBTCONSOLIDATION,5.0,6.54,0.09,0
14612,110000,24,5600,PERSONAL,8.0,12.98,0.05,0
14613,110000,24,10000,HOMEIMPROVEMENT,0.0,13.35,0.09,0
14614,42000,24,2000,PERSONAL,1.0,12.69,0.05,1
14615,110000,26,8000,VENTURE,10.0,14.35,0.07,0
14616,110000,25,15000,HOMEIMPROVEMENT,2.0,7.88,0.14,0
14617,110000,26,4500,VENTURE,2.0,14.84,0.04,0
14618,110000,22,12000,EDUCATION,0.0,7.14,0.11,0
14619,110000,25,5000,EDUCATION,9.0,7.14,0.05,0
14620,42000,24,2000,HOMEIMPROVEMENT,1.0,15.62,0.05,1
14621,98000,25,25000,HOMEIMPROVEMENT,9.0,16.45,0.26,1
14622,48000,25,2000,DEBTCONSOLIDATION,3.0,10.74,0.04,0
14623,110000,25,20000,PERSONAL,9.0,7.88,0.18,0
14625,110000,22,14400,VENTURE,2.0,14.35,0.13,0
14626,110000,24,8000,EDUCATION,8.0,6.76,0.07,0
14627,110000,25,8000,EDUCATION,7.0,7.14,0.07,0
14628,110000,25,25000,PERSONAL,1.0,11.49,0.23,0
14629,48255,22,2000,VENTURE,3.0,6.76,0.04,0
14630,110000,24,15000,VENTURE,5.0,10.25,0.14,0
14631,49029,25,2000,MEDICAL,8.0,11.99,0.04,0
14632,110000,22,8000,DEBTCONSOLIDATION,7.0,13.85,0.07,0
14634,110000,24,16000,VENTURE,8.0,12.73,0.15,0
14635,98000,22,25000,PERSONAL,6.0,10.25,0.26,1
14637,110000,24,6000,EDUCATION,8.0,8.59,0.05,0
14639,44000,24,2000,PERSONAL,0.0,8.0,0.05,1
14640,98000,24,5000,PERSONAL,2.0,13.22,0.05,1
14641,50252,23,2000,EDUCATION,6.0,13.92,0.04,0
14643,34800,22,15000,VENTURE,6.0,14.27,0.43,1
14644,35000,25,15000,VENTURE,1.0,7.49,0.43,1
14645,110000,23,20000,VENTURE,7.0,11.14,0.18,0
14646,110000,24,12000,PERSONAL,7.0,8.94,0.11,0
14647,110000,25,8000,VENTURE,8.0,9.32,0.07,0
14648,29976,23,15000,PERSONAL,3.0,10.25,0.5,1
14649,36000,21,15000,MEDICAL,3.0,6.62,0.42,1
14651,36000,23,15000,VENTURE,3.0,13.49,0.42,1
14652,36000,25,15000,VENTURE,4.0,9.63,0.42,1
14653,98000,22,9000,HOMEIMPROVEMENT,1.0,9.63,0.09,1
14654,110000,22,20000,EDUCATION,7.0,12.41,0.18,0
14656,36000,26,15000,PERSONAL,2.0,7.66,0.42,1
14657,36000,23,15000,VENTURE,3.0,14.59,0.42,1
14658,98004,24,2500,HOMEIMPROVEMENT,5.0,8.49,0.03,1
14659,110004,25,15000,HOMEIMPROVEMENT,9.0,7.66,0.14,0
14660,110004,26,12000,VENTURE,1.0,10.36,0.11,0
14661,36000,22,15000,VENTURE,3.0,13.85,0.42,1
14662,30000,22,15000,DEBTCONSOLIDATION,2.0,11.66,0.5,1
14663,110004,24,25000,EDUCATION,8.0,12.53,0.23,0
14665,110196,22,25000,MEDICAL,6.0,11.49,0.23,0
14668,28000,24,10000,HOMEIMPROVEMENT,6.0,10.37,0.36,0
14669,110400,24,3000,VENTURE,8.0,7.49,0.03,0
14671,110500,22,12250,MEDICAL,1.0,11.26,0.11,0
14672,98656,22,7500,EDUCATION,3.0,13.06,0.08,1
14673,111000,21,28000,VENTURE,4.0,7.49,0.25,0
14674,111000,26,5000,MEDICAL,10.0,5.79,0.05,0
14675,28000,21,4000,VENTURE,3.0,7.88,0.14,0
14676,37000,22,15000,EDUCATION,3.0,10.25,0.41,1
14678,111000,23,8350,MEDICAL,7.0,11.89,0.08,0
14681,111147,26,15000,EDUCATION,4.0,13.61,0.13,0
14682,28000,23,1250,VENTURE,0.0,10.99,0.04,0
14683,111150,23,10000,DEBTCONSOLIDATION,1.0,8.0,0.09,0
14684,111239,24,14000,EDUCATION,1.0,7.9,0.13,0
14685,111262,25,20000,PERSONAL,2.0,12.53,0.18,0
14686,37818,25,15000,DEBTCONSOLIDATION,5.0,13.48,0.4,1
14687,32000,21,15000,PERSONAL,6.0,15.27,0.47,1
14688,38000,22,15000,PERSONAL,6.0,7.88,0.39,1
14689,38000,25,15000,PERSONAL,9.0,16.45,0.39,1
14690,111996,25,16000,MEDICAL,2.0,11.78,0.14,0
14692,112000,24,20400,PERSONAL,8.0,11.71,0.18,0
14693,38400,23,15000,EDUCATION,7.0,6.17,0.39,1
14694,112000,22,4000,PERSONAL,2.0,8.9,0.04,0
14695,39000,24,15000,EDUCATION,0.0,9.63,0.38,1
14696,112000,24,6000,DEBTCONSOLIDATION,0.0,9.91,0.05,0
14697,39996,26,15000,MEDICAL,10.0,13.06,0.38,1
14698,112000,25,16000,HOMEIMPROVEMENT,0.0,6.99,0.14,0
14699,112000,23,12000,PERSONAL,5.0,11.99,0.11,0
14700,112000,24,3500,DEBTCONSOLIDATION,8.0,5.42,0.03,0
14701,40000,21,15000,DEBTCONSOLIDATION,6.0,14.27,0.38,1
14702,112000,24,3000,EDUCATION,0.0,5.99,0.03,0
14703,112000,24,20000,DEBTCONSOLIDATION,8.0,6.91,0.18,0
14704,40000,23,15000,VENTURE,6.0,11.71,0.38,1
14705,112000,24,15000,PERSONAL,5.0,15.31,0.13,0
14706,34000,23,15000,EDUCATION,1.0,11.71,0.44,1
14707,40000,26,15000,MEDICAL,4.0,10.99,0.38,1
14708,112000,24,9000,PERSONAL,4.0,9.32,0.08,0
14709,85000,26,2750,MEDICAL,4.0,9.33,0.03,1
14710,100000,25,9000,EDUCATION,4.0,9.64,0.09,1
14711,40000,23,15000,PERSONAL,7.0,7.49,0.38,1
14712,40000,24,15000,MEDICAL,0.0,7.88,0.38,1
14713,112404,23,6000,DEBTCONSOLIDATION,1.0,13.23,0.05,0
14714,40000,26,15000,DEBTCONSOLIDATION,2.0,14.22,0.38,1
14715,112500,24,8600,EDUCATION,3.0,13.11,0.08,0
14716,112500,25,18000,PERSONAL,6.0,11.14,0.16,0
14717,40000,23,15000,VENTURE,0.0,8.94,0.38,1
14718,40000,24,15000,EDUCATION,1.0,12.87,0.38,1
14719,112689,24,24000,PERSONAL,6.0,9.99,0.21,0
14720,112774,22,6400,VENTURE,6.0,13.06,0.06,0
14722,112976,23,20000,MEDICAL,2.0,6.91,0.18,0
14723,34988,26,15000,HOMEIMPROVEMENT,9.0,13.98,0.43,1
14724,113000,23,22400,VENTURE,2.0,7.49,0.2,0
14725,27600,21,1000,EDUCATION,3.0,15.27,0.04,0
14726,113000,25,21000,VENTURE,8.0,11.49,0.19,0
14728,113000,24,17950,EDUCATION,5.0,11.99,0.16,0
