,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Situação
16737,85000,27,2000,2,0.0,14.22,0
16738,86000,31,2000,1,0.0,5.99,0
16739,102400,29,2000,4,2.0,8.88,0
16740,118000,31,2000,1,0.0,16.89,1
16741,30000,34,6000,5,0.0,7.29,0
16742,132444,33,2000,3,4.0,11.36,0
16743,30000,35,10000,4,3.0,13.43,1
16744,30000,31,2050,4,1.0,8.88,1
16745,60000,29,2075,1,13.0,15.23,0
16746,30000,33,5000,6,1.0,12.68,0
16747,12500,30,2100,1,0.0,12.49,1
16748,14400,33,2100,6,0.0,15.21,1
16749,21000,34,2100,5,2.0,7.88,0
16750,33500,27,2100,5,0.0,12.21,0
16751,30000,29,6000,6,3.0,5.79,0
16752,30000,28,3000,2,8.0,7.29,0
16753,30000,33,10000,4,17.0,5.79,0
16754,35000,28,2125,6,6.0,15.27,0
16755,20000,28,2150,5,0.0,10.37,0
16756,24000,27,2150,5,1.0,14.72,0
16757,30000,34,14000,1,3.0,8.9,1
16758,30548,27,14000,1,0.0,7.88,1
16759,33200,30,14000,6,4.0,7.29,1
16760,35000,27,14000,1,0.0,14.27,1
16761,29000,28,14000,4,8.0,11.99,1
16762,36000,34,14000,2,5.0,7.51,1
16763,37000,35,14000,2,5.0,7.88,1
16764,40000,30,14000,5,2.0,12.73,1
16765,34000,27,14000,5,4.0,19.82,1
16766,40000,28,14000,1,2.0,11.89,1
16767,40404,29,14000,6,4.0,8.49,1
16768,30000,28,7500,4,1.0,12.98,0
16769,14400,29,2200,2,4.0,5.99,0
16770,30000,34,14000,6,5.0,7.51,0
16771,17004,29,2200,4,8.0,9.32,1
16772,30000,28,3000,3,4.0,6.76,0
16773,30000,31,2200,5,4.0,7.49,0
16774,38400,31,2200,3,3.0,13.06,0
16775,42000,31,2200,2,2.0,9.63,0
16776,44004,32,2200,5,5.0,15.65,1
16777,52416,30,2200,5,13.0,10.99,0
16778,70000,27,2200,4,8.0,10.74,0
16779,30000,30,5000,1,14.0,7.14,0
16780,80000,28,2200,2,5.0,9.99,0
16781,30000,28,6000,5,3.0,13.98,0
16782,120000,34,2200,2,0.0,7.51,0
16783,15600,27,2250,4,1.0,18.25,1
16784,18000,28,2250,5,0.0,8.49,0
16785,42000,30,2250,6,0.0,8.88,0
16786,42000,28,2250,5,7.0,6.99,1
16787,30000,33,12000,6,8.0,7.14,0
16788,37152,28,2300,3,12.0,13.17,0
16789,39000,30,2300,5,1.0,8.59,0
16790,62000,29,2300,2,4.0,13.43,1
16791,60000,32,2375,5,3.0,11.83,0
16792,71004,35,2375,6,0.0,9.25,0
16793,12000,31,2400,3,2.0,11.71,1
16794,12000,28,2400,1,0.0,12.68,1
16795,18000,27,2400,5,2.0,10.65,0
16796,18000,34,2400,5,4.0,14.79,0
16797,30000,29,6600,6,0.0,13.85,0
16798,30000,29,1600,2,2.0,10.25,0
16799,21360,30,2400,6,1.0,10.25,0
16800,22800,31,2400,4,3.0,8.49,1
16801,30000,33,12250,3,1.0,11.36,0
16802,23520,29,2400,1,0.0,10.36,0
16803,24000,34,2400,1,3.0,13.11,0
16804,30000,32,6000,3,2.0,15.31,0
16805,30000,33,2400,6,2.0,9.91,0
16806,30000,29,6500,5,2.0,8.59,0
16807,30000,28,2400,1,5.0,9.25,0
16808,30988,31,2400,2,0.0,13.47,0
16809,31000,28,2400,1,6.0,11.49,0
16810,31200,30,2400,5,7.0,16.49,0
16811,34000,33,2400,6,5.0,11.99,0
16812,34000,31,2400,5,2.0,12.21,0
16813,29004,30,2400,5,13.0,17.93,1
16814,30000,32,3000,5,4.0,15.65,0
16815,30000,27,2400,5,4.0,17.49,1
16816,30069,27,2400,2,0.0,15.99,1
16817,37500,28,2400,1,10.0,7.66,0
16818,38400,27,2400,5,6.0,10.65,0
16819,39000,30,2400,2,1.0,10.99,0
16820,39800,35,2400,2,5.0,11.71,0
16821,40000,30,2400,5,6.0,8.49,0
16822,34000,30,2400,5,0.0,15.57,1
16823,40000,34,2400,2,1.0,9.32,0
16824,35000,28,2400,2,4.0,7.29,1
16825,30000,28,10500,5,2.0,8.94,0
16826,30000,34,7300,3,4.0,9.32,0
16827,30000,29,8000,4,2.0,12.84,0
16828,42000,32,2400,1,3.0,9.62,0
16829,42000,27,2400,6,3.0,6.54,0
16830,43812,31,2400,5,2.0,14.35,0
16831,45000,32,2400,1,3.0,12.42,0
16832,40800,30,2400,1,7.0,11.49,1
16833,47652,34,2400,6,6.0,13.22,0
16834,30000,29,1500,2,7.0,13.16,0
16835,42000,34,2400,2,3.0,13.8,1
16836,50000,34,2400,3,1.0,13.49,0
16837,50000,31,2400,1,0.0,11.03,0
16838,52800,30,2400,1,4.0,9.62,0
16839,30000,29,15000,2,0.0,9.63,0
16840,60000,27,2400,6,3.0,7.49,0
16841,60500,27,2400,5,6.0,12.69,0
16842,30000,28,7500,2,4.0,11.78,0
16843,69996,29,2400,3,0.0,11.11,0
16844,70000,28,2400,4,4.0,10.65,0
16845,70000,34,2400,5,19.0,11.99,0
16846,72000,34,2400,5,17.0,13.16,0
16847,82500,30,2400,6,5.0,8.9,0
16848,90050,29,2400,4,3.0,13.49,0
16849,78100,31,2425,5,4.0,5.42,0
16850,86400,28,2425,4,1.0,11.49,0
16851,30000,31,11225,2,15.0,13.62,1
16852,66000,28,2475,1,12.0,15.05,1
16853,30000,30,12000,3,1.0,10.59,0
16854,75800,27,2475,3,0.0,6.54,0
16855,30016,31,11000,4,3.0,8.94,0
16856,54000,29,13575,4,2.0,11.71,1
16857,37200,27,13500,5,0.0,10.78,1
16858,30144,34,18000,3,3.0,12.84,0
16859,30422,28,5000,1,12.0,8.49,0
16860,64402,29,13500,2,1.0,7.49,0
16861,74984,35,13500,6,2.0,7.29,0
16862,75805,27,13450,2,1.0,16.32,1
16863,30720,35,6000,6,4.0,7.49,0
16864,118000,27,13425,1,1.0,15.99,1
16865,62040,28,13400,1,0.0,13.06,0
16866,43000,31,13350,5,15.0,12.42,1
16867,30792,31,5000,4,15.0,8.32,0
16868,25200,33,13250,6,1.0,7.66,1
16869,30929,33,5300,3,12.0,7.68,0
16870,35000,28,13250,3,4.0,10.65,1
16871,29000,31,13250,4,7.0,17.58,1
16872,30992,29,8000,3,3.0,11.58,1
16873,45000,30,13250,6,2.0,7.9,0
16874,46000,29,13250,5,11.0,17.27,1
16875,30996,29,8875,5,8.0,7.66,0
16876,30996,32,2400,3,1.0,13.8,0
16877,88000,31,13225,2,1.0,12.42,0
16878,28000,29,13200,5,9.0,6.17,1
16879,40000,34,13200,1,2.0,12.42,1
16880,31000,27,5500,4,3.0,10.65,0
16881,70000,32,13200,5,6.0,13.49,0
16882,31000,29,9950,2,1.0,7.9,0
16883,31000,30,2400,4,14.0,10.65,1
16884,31000,28,11300,6,0.0,9.91,0
16885,90000,34,13200,3,0.0,10.74,0
16886,31692,31,13150,6,2.0,13.24,1
16887,31000,32,12000,6,4.0,5.42,0
16888,51200,33,13075,6,1.0,16.7,1
16889,92500,34,13050,2,4.0,7.66,0
16890,31000,34,4200,3,0.0,13.72,0
16891,25000,31,13000,5,0.0,8.9,1
16892,27600,31,13000,2,16.0,6.54,1
16893,29000,28,13000,3,6.0,14.26,1
16894,30000,27,13000,1,3.0,7.88,1
16895,33000,28,13000,2,3.0,7.9,1
16896,31000,35,15000,3,9.0,13.16,0
16897,36000,30,13000,5,0.0,13.61,1
16898,31075,34,7400,3,3.0,7.51,0
16899,30288,29,13000,1,13.0,14.35,1
16900,37000,27,13000,3,1.0,9.91,1
16901,37000,31,13000,1,3.0,6.92,1
16902,37800,27,13000,2,1.0,11.83,1
16903,31200,27,15000,3,4.0,14.27,0
16904,33600,28,13000,5,0.0,14.61,1
16905,40000,27,13000,6,1.0,13.48,1
16906,36000,31,13000,4,5.0,20.3,1
16907,45000,27,13000,2,11.0,8.94,0
16908,46000,27,13000,3,5.0,14.59,0
16909,47000,30,13000,2,2.0,9.63,0
16910,47000,27,13000,5,1.0,10.99,0
16911,44000,33,13000,4,10.0,9.91,1
16912,21600,35,2500,3,1.0,14.35,0
16913,21996,29,2500,2,4.0,13.11,1
16914,22708,27,2500,6,6.0,14.84,1
16915,24000,27,2500,5,2.0,10.65,0
16916,24000,32,2500,5,2.0,10.37,0
16917,31200,27,3600,1,3.0,11.48,0
16918,31200,27,14000,5,0.0,18.09,1
16919,31200,27,7000,2,1.0,16.35,1
16920,24000,32,2500,5,2.0,7.74,0
16921,31200,27,12300,2,1.0,12.53,0
16922,31200,27,7500,4,1.0,7.74,0
16923,25000,31,2500,1,0.0,7.4,0
16924,26004,28,2500,1,0.0,13.99,0
16925,26400,27,2500,6,3.0,13.23,0
16926,31323,31,2500,2,6.0,13.22,1
16927,26592,27,2500,1,1.0,7.14,1
16928,31416,27,8000,6,0.0,11.12,0
16929,28080,29,2500,5,1.0,10.99,0
16930,28800,34,2500,1,0.0,21.36,1
16931,30000,27,2500,5,3.0,11.14,0
16932,31600,31,7500,5,4.0,11.36,0
16933,32108,29,2500,6,4.0,15.68,1
16934,31776,32,3400,5,4.0,13.16,0
16935,36000,32,2500,1,1.0,10.0,0
16936,31850,27,14125,6,8.0,10.65,0
16937,30000,31,2500,4,1.0,13.57,1
16938,32400,33,2500,5,6.0,15.33,1
16939,33000,35,2500,5,3.0,15.62,1
16940,39400,32,2500,5,2.0,7.14,0
16941,39420,31,2500,5,0.0,15.27,0
16942,40000,27,2500,3,4.0,6.99,0
16943,40000,30,2500,6,8.0,5.79,0
16944,40000,31,2500,5,5.0,13.23,0
16945,42000,34,2500,5,2.0,10.59,0
16946,42000,28,2500,3,9.0,8.49,0
16947,32000,28,12000,3,4.0,12.69,1
16948,32000,29,3100,5,5.0,7.51,1
16949,32000,27,1000,2,11.0,16.29,1
16950,44500,27,2500,1,5.0,11.99,0
16951,39000,31,2500,6,0.0,14.09,1
16952,39300,30,2500,2,5.0,16.29,1
16953,39996,27,2500,2,7.0,15.65,1
16954,46000,28,2500,5,0.0,6.91,0
16955,46500,29,2500,6,5.0,13.92,0
16956,47544,27,2500,2,11.0,7.88,0
16957,48000,28,2500,3,1.0,8.49,0
16958,50000,32,2500,1,3.0,13.49,0
16959,32000,29,8000,4,13.0,5.99,0
16960,50000,31,2500,4,5.0,17.04,0
16961,32000,30,6625,4,4.0,14.79,0
16962,52000,32,2500,1,0.0,8.88,0
16963,53000,33,2500,4,6.0,9.99,0
16964,54600,34,2500,5,2.0,7.88,0
16965,54924,28,2500,2,6.0,11.14,0
16966,32000,34,2275,4,12.0,6.17,0
16967,56000,27,2500,2,1.0,11.72,1
16968,32000,31,6000,2,3.0,11.86,0
16969,32000,31,2000,5,0.0,13.61,0
16970,68004,29,2500,3,2.0,12.99,0
16971,69000,27,2500,6,11.0,7.14,0
16972,70000,30,2500,6,4.0,10.36,0
16973,72000,27,2500,6,11.0,14.35,0
16974,73000,29,2500,2,7.0,14.35,0
16975,75000,28,2500,5,12.0,11.99,0
16976,76320,29,2500,3,8.0,12.61,0
16977,32000,28,8500,1,5.0,7.51,0
16978,87000,34,2500,3,0.0,7.14,0
16979,32000,29,12000,6,2.0,7.88,0
16980,95000,31,2500,5,2.0,13.72,0
16981,95800,27,2500,2,1.0,11.58,0
16982,84000,27,2500,6,0.0,14.59,1
16983,115000,32,2500,4,1.0,11.89,0
16984,120000,29,2500,2,5.0,14.22,0
16985,32000,27,9850,6,0.0,8.94,0
16986,15600,27,2800,4,11.0,10.65,1
16987,32000,27,14000,4,2.0,11.89,0
16988,24000,32,2800,2,7.0,10.99,0
16989,24000,27,2800,1,0.0,10.95,0
16990,25000,33,2800,1,6.0,9.32,0
16991,32000,32,4000,6,2.0,10.78,0
16992,30000,30,2800,5,6.0,12.68,0
16993,12000,27,2850,1,2.0,13.61,1
16994,32004,33,6000,1,4.0,10.74,0
16995,115000,28,2850,6,0.0,6.54,0
16996,17000,27,2875,1,6.0,11.71,1
16997,32004,30,5500,6,4.0,8.0,0
16998,13200,28,3000,5,0.0,10.99,1
16999,14400,32,3000,1,7.0,13.98,1
17000,14400,33,3000,5,2.0,11.83,1
17001,32400,31,3000,4,14.0,7.49,0
17002,15000,27,3000,3,2.0,13.23,1
17003,15500,33,3000,5,1.0,7.51,1
17004,16000,31,3000,3,1.0,13.85,1
17005,32400,29,4000,2,0.0,12.98,0
17006,16800,35,3000,4,0.0,5.42,1
17007,16800,31,3000,4,0.0,14.26,1
17008,32400,31,7500,6,4.0,13.48,0
17009,17573,28,3000,5,1.0,7.37,1
17010,18000,29,3000,4,2.0,12.69,1
17011,32468,28,6000,6,12.0,7.51,0
17012,32496,31,1800,1,2.0,9.63,0
17013,32500,31,8975,5,4.0,6.62,0
17014,32500,28,5000,3,12.0,7.14,0
17015,19200,35,3000,5,4.0,16.4,1
17016,19992,28,3000,3,12.0,7.14,1
17017,20000,30,3000,1,1.0,11.49,1
17018,32678,32,3075,2,10.0,15.23,0
17019,21000,31,3000,3,13.0,15.28,0
17020,21600,35,3000,2,0.0,14.35,0
17021,23000,34,3000,5,4.0,11.49,0
17022,33000,29,7100,6,1.0,16.77,0
17023,23004,33,3000,1,6.0,13.43,0
17024,23004,27,3000,3,6.0,17.8,0
17025,30000,32,3000,1,4.0,13.49,0
17026,33000,33,4000,3,3.0,12.69,0
17027,33000,33,6000,4,6.0,6.03,0
17028,33000,27,4800,6,7.0,10.65,0
17029,30000,31,3000,1,2.0,10.95,0
17030,30000,35,3000,3,2.0,12.53,0
17031,30500,28,3000,5,4.0,9.63,0
17032,30857,34,3000,6,6.0,13.06,1
17033,31000,28,3000,1,2.0,10.0,0
17034,31200,27,3000,1,2.0,10.99,0
17035,31704,34,3000,6,2.0,11.49,0
17036,33000,30,6000,2,2.0,8.49,0
17037,32000,34,3000,5,9.0,14.59,0
17038,33000,30,5600,3,3.0,10.59,0
17039,32796,30,3000,5,8.0,11.49,0
17040,33600,27,3000,5,1.0,13.49,0
17041,33600,29,3000,6,2.0,15.99,1
17042,34320,33,3000,2,1.0,14.11,1
17043,34580,31,3000,1,3.0,11.49,1
17044,35000,27,3000,2,0.0,8.49,0
17045,35500,29,3000,5,3.0,11.86,0
17046,33000,32,5000,5,2.0,6.17,0
17047,36000,31,3000,2,5.0,9.91,0
17048,33000,27,12000,6,6.0,7.51,0
17049,36000,29,3000,2,7.0,10.99,0
17050,36000,35,3000,3,1.0,5.42,0
17051,30000,31,3000,2,0.0,10.08,1
17052,36000,27,3000,5,11.0,8.0,0
17053,37090,28,3000,5,2.0,11.12,0
17054,37440,29,3000,5,2.0,5.42,0
17055,31440,29,3000,1,0.0,11.34,1
17056,31800,31,3000,2,6.0,15.62,1
17057,38000,33,3000,1,3.0,15.23,0
17058,33000,29,4200,6,5.0,11.36,0
17059,38000,27,3000,5,5.0,7.49,0
17060,38052,32,3000,6,16.0,11.49,0
17061,38400,28,3000,1,0.0,9.25,0
17062,38500,27,3000,6,1.0,11.48,0
17063,38688,28,3000,3,2.0,12.73,0
17064,39000,28,3000,3,0.0,7.9,0
17065,33000,30,3000,2,0.0,11.66,0
17066,33000,29,16000,1,2.0,8.63,0
17067,34000,28,3000,1,4.0,10.65,1
17068,40000,33,3000,6,6.0,5.42,0
17069,34000,28,3000,5,3.0,10.37,1
17070,40000,30,3000,5,5.0,7.14,0
17071,34000,28,3000,1,1.0,15.7,1
17072,40000,27,3000,1,3.0,7.05,0
17073,33225,31,13500,1,13.0,10.59,0
17074,33267,27,3200,4,5.0,12.18,0
17075,43000,27,3000,1,11.0,10.99,0
17076,43200,28,3000,5,1.0,7.49,0
17077,37200,29,3000,2,3.0,19.29,1
17078,33280,32,2400,4,6.0,10.59,0
17079,43500,30,3000,3,0.0,12.42,0
17080,44000,27,3000,6,11.0,18.39,0
17081,33300,30,1600,5,2.0,7.4,0
17082,33400,28,16700,4,12.0,7.66,0
17083,45000,34,3000,5,2.0,11.11,0
17084,45000,32,3000,1,3.0,12.61,0
17085,45000,30,3000,5,0.0,10.62,0
17086,39000,29,3000,1,2.0,16.7,1
17087,39314,32,3000,2,16.0,15.23,1
17088,45996,29,3000,3,6.0,9.76,0
17089,33600,34,6000,3,4.0,10.99,0
17090,40750,30,3000,2,2.0,15.28,1
17091,47000,27,3000,1,6.0,10.74,0
17092,47000,29,3000,5,0.0,10.25,0
17093,41277,33,3000,3,3.0,10.0,1
17094,33600,33,9500,6,3.0,12.99,0
17095,33600,28,3000,5,12.0,5.42,0
17096,33600,27,5400,3,5.0,5.42,0
17097,48000,29,3000,6,11.0,5.42,0
17098,48000,34,3000,6,4.0,11.83,0
17099,48750,32,3000,2,5.0,13.49,0
17100,48876,28,3000,1,5.0,14.59,0
17101,48996,30,3000,3,2.0,10.36,0
17102,33600,30,9000,3,5.0,6.91,0
17103,49000,27,3000,1,3.0,14.96,0
17104,33600,29,6000,4,0.0,11.12,0
17105,50000,29,3000,5,6.0,7.29,0
17106,33600,31,7000,6,3.0,7.14,0
17107,50000,28,3000,2,2.0,10.37,0
17108,33600,31,6500,1,15.0,7.14,0
17109,33600,30,3000,4,12.0,13.48,0
17110,50000,35,3000,3,1.0,7.88,0
17111,33600,29,12000,5,3.0,11.83,0
17112,33600,31,15250,4,1.0,12.53,0
17113,46000,32,3000,4,0.0,16.29,1
17114,33612,34,9000,1,0.0,7.74,1
17115,48715,28,12000,6,2.0,12.87,0
17116,48996,27,12000,6,3.0,12.53,0
17117,49268,32,12000,6,11.0,5.79,0
17118,44000,29,12000,2,4.0,15.96,1
17119,44000,31,12000,2,4.0,17.27,1
17120,50000,31,12000,2,9.0,6.03,0
17121,50000,33,12000,6,0.0,13.49,0
17122,50000,27,12000,6,5.0,10.37,0
17123,50000,28,12000,1,5.0,13.11,0
17124,50000,32,12000,2,16.0,12.53,0
17125,50000,29,12000,6,13.0,8.94,0
17126,50004,35,12000,5,2.0,13.47,0
17127,44400,29,12000,4,2.0,15.99,1
17128,50600,27,12000,6,9.0,9.91,0
17129,50600,30,12000,2,1.0,13.48,0
17130,50700,29,12000,4,5.0,12.42,0
17131,34000,32,4000,2,5.0,7.49,0
17132,34000,31,13000,1,15.0,10.99,0
17133,34000,27,16750,1,1.0,10.59,0
17134,51600,27,12000,6,4.0,6.99,0
17135,52000,29,12000,3,2.0,7.9,0
17136,52000,30,12000,2,3.0,7.91,0
17137,34000,31,13500,3,3.0,7.66,0
17138,52000,32,12000,3,3.0,7.29,0
17139,52000,28,12000,4,0.0,13.35,0
17140,34000,28,7000,5,5.0,13.35,0
17141,34000,27,8000,1,0.0,13.35,0
17142,52500,35,12000,4,3.0,10.36,0
17143,34000,29,3000,6,0.0,13.61,0
17144,53000,30,12000,2,4.0,6.03,0
17145,53000,28,12000,5,0.0,14.72,0
17146,53000,28,12000,5,0.0,14.22,0
17147,53000,33,12000,4,1.0,12.84,0
17148,47004,32,12000,4,7.0,12.53,1
17149,34000,31,10000,3,3.0,13.85,1
17150,54000,29,12000,1,13.0,14.74,0
17151,54050,31,12000,1,8.0,10.99,0
17152,34000,35,12800,2,4.0,8.94,0
17153,55000,28,12000,5,6.0,14.27,0
17154,34000,27,8000,3,7.0,12.53,0
17155,55000,33,12000,6,3.0,12.99,0
17156,49000,32,12000,4,2.0,11.11,1
17157,55000,28,12000,4,4.0,10.36,0
17158,34000,29,14400,6,2.0,16.0,0
17159,55000,31,12000,4,3.0,13.23,0
17160,34000,27,10625,6,12.0,13.47,0
17161,34000,32,2800,2,5.0,9.32,0
17162,49000,29,12000,2,2.0,15.37,1
17163,55000,34,12000,2,3.0,13.16,0
17164,55500,29,12000,2,13.0,7.88,0
17165,34320,28,16000,2,5.0,12.69,0
17166,34320,32,1900,5,0.0,12.84,0
17167,57000,30,12000,2,14.0,5.42,0
17168,57000,27,12000,3,2.0,11.49,0
17169,58000,35,12000,5,0.0,12.99,0
17170,58000,32,12000,1,4.0,11.26,0
17171,34500,29,4500,5,4.0,14.42,1
17172,34500,27,5000,2,2.0,9.76,0
17173,34560,27,10625,4,8.0,16.4,0
17174,52000,35,3000,5,2.0,11.48,0
17175,34800,27,3000,1,5.0,9.91,0
17176,53196,30,3000,1,14.0,7.66,0
17177,54084,35,3000,2,2.0,12.61,0
17178,54996,35,3000,6,1.0,12.21,0
17179,49000,27,3000,3,3.0,11.71,1
17180,49000,33,3000,4,2.0,16.49,1
17181,34800,31,2000,6,3.0,15.65,0
17182,55000,27,3000,6,11.0,7.68,0
17183,34900,32,12000,1,0.0,10.25,0
17184,56000,31,3000,4,15.0,14.27,0
17185,56312,33,3000,4,2.0,11.71,0
17186,56400,27,3000,3,9.0,11.83,0
17187,35000,35,8000,3,5.0,12.69,0
17188,58800,33,3000,5,10.0,11.49,0
17189,60000,27,3000,6,9.0,11.71,0
17190,35000,29,5000,6,11.0,10.65,0
17191,60000,27,3000,6,11.0,13.49,0
17192,60000,28,3000,2,2.0,11.49,0
17193,35000,28,10400,6,3.0,11.71,0
17194,54000,34,3000,5,5.0,15.37,1
17195,60500,29,3000,6,13.0,13.61,0
17196,35000,30,10000,5,8.0,10.65,0
17197,35000,28,10000,3,5.0,7.51,0
17198,62000,33,3000,1,1.0,6.99,0
17199,62000,27,3000,4,5.0,9.7,0
17200,62000,28,3000,1,2.0,9.96,0
17201,56400,29,3000,2,1.0,7.9,1
17202,35000,35,8000,1,4.0,9.91,0
17203,35000,28,5000,6,6.0,14.27,0
17204,64800,31,3000,6,3.0,13.98,0
17205,65000,31,3000,4,2.0,5.42,0
17206,67000,31,3000,6,2.0,7.51,0
17207,67000,32,3000,2,11.0,7.14,0
17208,51850,27,3000,5,2.0,14.96,1
17209,68000,30,3000,6,1.0,5.42,0
17210,35000,32,10000,3,4.0,6.03,0
17211,35000,30,2000,5,14.0,5.42,0
17212,70000,30,3000,5,0.0,13.98,0
17213,70000,27,3000,3,3.0,7.68,0
17214,35000,35,5200,5,4.0,15.23,0
17215,35000,27,9000,5,11.0,11.49,0
17216,35000,33,10000,4,3.0,10.99,0
17217,35000,31,10225,2,2.0,9.99,0
17218,72000,30,3000,4,2.0,11.83,0
17219,35000,28,12000,3,12.0,5.99,0
17220,35000,32,6075,1,2.0,13.49,0
17221,75000,28,3000,2,7.0,7.68,0
17222,75500,33,3000,6,5.0,12.42,0
17223,70000,32,3000,2,2.0,11.11,1
17224,78000,28,3000,5,12.0,12.42,0
17225,35000,27,14000,3,2.0,7.49,0
17226,78000,30,3000,6,14.0,11.97,0
17227,80000,30,3000,2,13.0,5.79,0
17228,74400,33,3000,3,7.0,11.83,1
17229,35000,28,13250,1,2.0,16.89,0
17230,35000,35,5600,3,5.0,11.49,0
17231,90000,34,3000,6,4.0,13.99,0
17232,93600,27,3000,2,1.0,10.36,0
17233,70910,28,3000,5,8.0,17.44,1
17234,35000,33,10000,6,4.0,8.49,0
17235,35000,28,4000,6,1.0,10.99,0
17236,104000,35,3000,2,0.0,11.58,0
17237,106000,34,3000,3,3.0,11.12,0
17238,108000,33,3000,6,11.0,11.36,0
17239,35000,31,8000,1,15.0,5.42,0
17240,121000,29,3000,6,3.0,10.25,0
17241,125000,30,3000,3,2.0,14.65,0
17242,130000,28,3000,4,0.0,14.22,0
17243,150000,28,3000,1,13.0,10.75,0
17244,35000,33,6000,1,2.0,5.42,0
17245,80000,28,3025,6,7.0,9.99,0
17246,15120,27,3050,1,6.0,10.38,1
17247,35000,29,8000,3,14.0,12.68,0
17248,36000,32,3050,6,2.0,6.99,0
17249,35000,27,5000,4,6.0,12.68,0
17250,36000,29,3075,5,5.0,5.42,0
17251,30892,31,3100,5,3.0,10.59,1
17252,31200,30,3100,3,0.0,13.35,0
17253,32000,35,3125,3,1.0,7.14,0
17254,56100,29,3150,5,0.0,15.62,1
17255,35000,28,11850,2,0.0,6.54,0
17256,35000,34,5000,4,12.0,13.35,0
17257,18240,31,3200,4,0.0,9.63,1
17258,35000,32,4000,2,11.0,13.61,0
17259,33600,27,3200,1,4.0,11.99,0
17260,33600,35,3200,6,8.0,16.49,0
17261,35000,29,3200,6,0.0,7.49,0
17262,35000,28,3200,3,12.0,15.21,0
17263,35000,30,5200,4,2.0,9.88,0
17264,35000,34,3200,5,0.0,11.26,0
17265,35496,27,3200,3,2.0,7.88,0
17266,36000,30,3200,2,2.0,7.88,0
17267,38000,27,3200,3,11.0,12.42,0
17268,38000,28,3200,1,12.0,9.63,0
17269,35000,33,12000,5,15.0,13.11,0
17270,33000,28,3200,6,0.0,14.42,1
17271,34000,35,3200,4,15.0,9.99,1
17272,40800,34,3200,2,2.0,12.61,0
17273,42000,35,3200,1,3.0,15.62,0
17274,43000,30,3200,5,2.0,11.48,0
17275,43000,30,3200,5,1.0,8.0,0
17276,47515,28,3200,3,5.0,15.7,0
17277,35000,27,15000,1,11.0,12.53,0
17278,42000,28,3200,1,1.0,16.32,1
17279,50004,27,3200,2,12.0,11.49,0
17280,53500,34,3200,3,0.0,6.76,0
17281,54000,27,3200,5,5.0,12.69,0
17282,35000,31,15000,5,0.0,13.92,0
17283,54000,27,3200,6,5.0,9.88,0
17284,55000,28,3200,2,2.0,12.98,0
17285,51500,29,3200,3,2.0,14.96,1
17286,35000,32,12000,6,9.0,9.63,0
17287,57504,29,3200,6,2.0,7.68,0
17288,63996,33,3200,3,4.0,10.74,0
17289,35000,28,9600,1,5.0,13.16,0
17290,71000,28,3200,4,0.0,14.61,1
17291,35000,29,3600,1,1.0,8.0,0
17292,95000,33,3200,4,6.0,7.51,0
17293,110000,30,3200,1,2.0,7.49,0
17294,35000,27,7500,6,4.0,11.34,0
17295,110000,35,3200,1,1.0,11.48,0
17296,10000,31,3250,3,2.0,7.88,1
17297,35000,27,7000,6,0.0,8.0,0
17298,12240,27,3250,6,0.0,10.36,1
17299,18996,33,3250,2,5.0,16.32,1
17300,23000,30,3250,6,5.0,14.11,0
17301,35004,30,9500,4,3.0,11.99,0
17302,26400,30,3250,2,14.0,14.35,1
17303,26400,31,3250,6,2.0,13.48,0
17304,35004,28,4000,3,7.0,11.49,0
17305,35004,28,16000,4,3.0,13.23,0
17306,18000,33,3300,3,3.0,11.97,1
17307,19000,35,3300,4,2.0,13.85,1
17308,37500,29,3300,3,7.0,10.37,0
17309,44760,30,3300,3,1.0,11.71,0
17310,75000,35,3300,3,1.0,11.71,0
17311,69000,27,3325,1,0.0,16.32,1
17312,30000,34,3350,6,4.0,10.99,0
17313,47756,31,3350,5,3.0,13.98,0
17314,35088,27,12000,6,7.0,8.94,0
17315,35100,32,10000,6,3.0,15.95,0
17316,35100,34,9000,1,16.0,13.47,0
17317,37500,32,3400,5,4.0,9.88,0
17318,44000,34,3400,3,0.0,13.49,0
17319,48000,35,3400,2,0.0,13.06,0
17320,76000,28,3400,2,4.0,8.49,0
17321,35352,31,9000,5,15.0,6.03,0
17322,35360,33,6350,5,7.0,7.51,0
17323,35000,31,3425,6,4.0,13.43,0
17324,35380,28,2050,3,9.0,15.96,0
17325,17004,28,3500,4,4.0,7.68,1
17326,19200,35,3500,6,0.0,9.32,1
17327,35496,28,5500,2,5.0,11.49,0
17328,20004,32,3500,1,16.0,6.39,0
17329,35500,28,9600,6,12.0,5.42,0
17330,35500,29,4000,2,3.0,7.88,0
17331,35568,29,3975,2,5.0,10.99,0
17332,22608,35,3500,3,1.0,14.22,0
17333,22800,27,3500,1,5.0,13.99,1
17334,24000,35,3500,6,3.0,12.99,0
17335,24000,31,3500,5,0.0,6.17,0
17336,24000,28,3500,4,2.0,14.72,1
17337,25000,28,3500,5,11.0,7.14,0
17338,36000,30,13500,2,2.0,9.91,0
17339,27048,29,3500,2,5.0,11.99,0
17340,30000,32,3500,1,0.0,11.71,1
17341,36000,30,7000,4,14.0,10.65,0
17342,36000,30,2400,4,3.0,10.65,0
