ID,Renda Anual,Sexo,Educacao,Estado Civil,Idade,Tempo de Empresa,Situacao
354,80000,2,2,2,43,4,0
355,50000,1,3,1,58,19,0
357,240000,2,2,2,26,17,0
358,380000,1,2,2,34,18,0
359,110000,2,4,2,24,18,0
360,260000,1,1,1,34,7,0
362,320000,2,2,2,30,12,0
363,50000,1,2,2,32,15,0
365,230000,2,1,2,35,18,0
366,330000,2,2,1,56,7,0
367,50000,2,2,1,61,5,0
368,10000,1,2,2,24,18,0
369,300000,1,1,1,40,15,0
372,160000,1,1,2,30,10,0
373,90000,2,1,2,34,7,0
374,30000,1,3,3,54,3,0
375,180000,1,1,1,46,15,0
376,30000,1,3,1,58,14,0
377,30000,1,2,1,43,13,0
378,140000,2,1,2,28,18,0
379,210000,1,1,2,30,16,0
381,130000,2,2,2,29,12,0
383,140000,1,3,1,36,9,0
385,80000,1,2,2,25,19,0
386,410000,2,5,1,42,16,0
387,80000,2,1,2,29,11,0
389,150000,1,2,1,43,19,0
391,350000,1,1,1,38,3,0
393,310000,1,2,1,44,11,0
394,140000,2,2,2,29,1,0
395,360000,1,1,1,51,9,0
396,140000,2,1,2,27,12,0
397,100000,1,1,2,38,17,0
398,50000,2,2,2,22,1,0
399,210000,2,2,1,30,19,0
400,120000,2,2,2,25,14,0
401,240000,1,1,2,29,10,0
402,60000,2,3,3,42,11,0
404,30000,1,2,1,48,13,0
406,200000,1,1,1,52,13,0
407,120000,2,2,1,25,13,0
408,500000,1,1,1,37,11,0
409,320000,2,1,2,27,2,0
410,280000,1,1,2,31,7,0
412,200000,2,1,1,38,8,0
413,230000,2,1,1,32,19,0
415,480000,2,3,1,41,18,0
416,50000,2,3,1,35,11,0
417,200000,2,1,2,31,12,0
418,50000,2,1,2,30,7,0
419,50000,1,2,1,48,13,0
421,30000,1,1,2,24,13,0
422,440000,2,1,2,29,5,0
423,230000,2,2,2,38,4,0
425,490000,2,2,1,30,19,0
426,80000,2,2,1,32,16,0
429,70000,1,1,2,27,4,0
430,210000,2,2,2,33,17,0
431,90000,2,2,2,25,4,0
433,110000,2,1,2,29,8,0
434,580000,2,1,1,36,18,0
435,360000,1,3,1,55,18,0
437,60000,2,1,2,27,12,0
438,110000,1,3,1,37,14,0
439,50000,2,1,1,25,3,0
441,50000,1,2,2,23,14,0
442,100000,1,1,2,32,11,0
443,30000,2,1,2,26,5,0
444,200000,2,1,2,27,13,0
446,220000,1,2,2,34,13,0
447,160000,2,1,2,28,2,0
448,180000,2,1,1,53,11,0
449,200000,1,4,1,42,19,0
450,140000,2,3,1,30,7,0
453,260000,1,2,2,37,19,0
454,200000,2,1,2,26,3,0
455,80000,1,2,2,42,7,0
456,40000,1,2,2,39,14,0
457,130000,1,3,2,39,5,0
458,50000,1,1,2,32,5,0
459,230000,2,2,1,41,19,0
461,180000,2,2,1,38,17,0
462,80000,2,2,1,36,1,0
463,290000,2,2,2,26,19,0
464,230000,2,1,2,28,17,0
465,170000,2,3,3,56,3,0
468,230000,1,2,2,32,14,0
469,500000,1,2,1,38,14,0
470,90000,2,1,1,41,8,0
472,400000,2,2,2,41,3,0
473,180000,1,2,1,34,3,0
474,60000,1,3,1,38,15,0
475,120000,2,2,1,32,12,0
476,60000,2,2,2,29,2,0
477,50000,1,1,2,44,8,0
478,70000,2,2,1,37,3,0
479,500000,2,1,1,38,8,0
480,200000,1,1,2,31,5,0
481,250000,2,2,1,40,8,0
483,70000,2,2,2,28,6,0
484,90000,1,3,1,48,6,0
485,100000,2,2,1,43,16,0
486,190000,1,2,1,31,12,0
487,230000,2,1,1,42,9,0
488,320000,1,2,1,39,14,0
490,260000,2,1,1,34,15,0
491,90000,2,2,2,32,17,0
492,30000,2,2,1,43,2,0
493,260000,1,2,2,30,3,0
494,170000,2,2,2,28,5,0
496,50000,1,1,1,41,17,0
497,200000,2,3,2,47,7,0
498,20000,1,2,2,23,15,0
499,250000,2,1,1,49,7,0
500,20000,1,1,1,38,5,0
501,30000,2,2,1,38,5,0
502,90000,2,2,1,35,7,0
503,230000,2,6,2,46,11,0
505,30000,1,6,1,53,19,0
506,160000,1,1,2,35,6,0
507,500000,2,2,2,43,6,0
508,180000,2,2,2,28,17,0
509,80000,2,2,1,30,9,0
510,120000,1,1,2,26,3,0
511,130000,1,2,1,31,7,0
513,360000,1,1,2,28,9,0
515,20000,2,2,2,23,13,0
516,100000,1,3,1,56,19,0
517,70000,1,3,1,32,17,0
518,50000,1,2,1,47,16,0
519,10000,2,2,2,22,4,0
520,290000,2,1,1,34,10,0
521,30000,2,1,1,31,7,0
522,410000,2,2,2,27,5,0
525,210000,2,1,2,32,11,0
526,220000,2,2,2,27,14,0
527,20000,1,2,2,27,19,0
529,360000,1,1,2,26,11,0
530,20000,2,2,2,21,18,0
531,50000,1,2,2,23,9,0
532,50000,1,2,3,30,3,0
535,50000,1,1,2,26,15,0
536,60000,1,2,2,25,19,0
537,440000,2,1,2,35,6,0
538,120000,1,2,1,44,9,0
539,50000,2,1,2,52,9,0
540,110000,2,2,1,40,15,0
541,200000,2,1,2,38,4,0
542,150000,2,1,2,28,17,0
544,100000,2,1,2,24,16,0
545,360000,2,1,1,34,10,0
546,390000,2,1,2,31,4,0
548,160000,2,2,2,25,11,0
549,230000,2,1,2,28,12,0
550,120000,1,1,2,27,12,0
554,240000,2,1,1,42,5,0
555,40000,2,2,2,24,13,0
556,630000,2,2,1,47,18,0
557,160000,2,1,1,33,18,0
558,110000,2,2,2,32,18,0
559,20000,1,2,2,29,4,0
560,210000,2,3,1,53,1,0
561,270000,1,1,2,34,19,0
562,360000,2,2,2,52,9,0
563,60000,2,2,1,42,5,0
564,360000,1,2,2,38,13,0
565,390000,2,1,2,45,7,0
566,250000,2,3,2,35,16,0
568,360000,1,1,2,28,2,0
569,50000,1,3,2,26,1,0
570,270000,2,1,1,40,2,0
571,200000,2,1,2,29,16,0
572,50000,2,2,2,23,6,0
573,350000,1,1,2,33,7,0
575,80000,2,3,1,49,17,0
577,270000,2,1,2,28,4,0
578,80000,1,1,2,31,4,0
579,50000,1,2,2,36,1,0
580,30000,1,2,1,35,1,0
582,90000,1,2,2,33,11,0
583,160000,1,1,2,26,7,0
584,80000,2,3,2,53,7,0
585,50000,1,2,2,42,6,0
586,20000,2,1,2,25,16,0
589,130000,2,2,2,29,2,0
590,260000,2,2,1,31,19,0
591,230000,2,1,1,30,13,0
592,160000,1,1,2,34,13,0
593,50000,1,1,1,35,2,0
594,80000,1,2,1,32,9,0
595,110000,1,3,2,46,12,0
596,200000,1,1,1,43,2,0
597,360000,1,2,2,29,14,0
598,210000,2,3,2,31,9,0
599,80000,2,2,2,24,18,0
601,310000,2,2,1,43,15,0
603,170000,1,1,1,53,13,0
604,140000,2,2,2,28,11,0
605,180000,2,2,2,31,11,0
606,50000,1,1,2,34,8,0
607,50000,2,2,1,36,4,0
608,110000,2,1,2,24,18,0
609,450000,2,3,1,36,14,0
610,200000,2,2,1,34,16,0
611,220000,1,1,2,43,4,0
613,50000,1,2,1,37,10,0
614,40000,1,2,2,23,2,0
615,190000,2,2,1,37,12,0
616,150000,1,1,2,33,1,0
617,200000,2,1,1,37,2,0
618,270000,2,2,1,56,6,0
619,60000,1,1,2,25,7,0
620,200000,2,2,1,39,4,0
621,150000,2,2,1,39,6,0
622,180000,2,2,2,28,6,0
623,90000,2,1,2,27,6,0
624,360000,2,2,1,37,8,0
625,90000,2,1,2,24,9,0
626,20000,2,2,2,24,4,0
627,70000,1,1,1,46,16,0
628,230000,1,1,1,39,5,0
629,30000,1,3,1,48,4,0
630,200000,2,3,3,45,18,0
631,100000,1,3,2,49,19,0
632,50000,2,2,2,23,8,0
633,20000,2,3,1,25,10,0
634,210000,2,2,1,47,18,0
635,110000,1,3,1,56,3,0
636,20000,2,3,1,44,12,0
637,50000,2,3,1,49,16,0
638,50000,1,2,1,41,17,0
639,400000,2,1,2,40,11,0
640,170000,1,2,2,31,19,0
641,280000,1,2,1,42,6,0
642,130000,2,3,1,28,19,0
643,210000,2,2,2,32,1,0
644,370000,1,2,2,28,6,0
645,30000,2,2,1,31,10,0
646,150000,1,3,2,39,10,0
648,80000,2,2,2,24,1,0
650,20000,2,2,2,46,3,0
651,270000,1,1,2,32,5,0
652,240000,2,2,2,26,5,0
653,20000,2,1,2,22,18,0
655,10000,1,2,2,33,8,0
657,290000,2,3,2,27,6,0
659,80000,2,1,2,23,13,0
660,280000,2,2,2,28,19,0
661,160000,2,1,1,33,12,0
663,140000,2,1,2,37,17,0
664,50000,1,1,2,22,3,0
665,40000,2,2,1,32,9,0
666,130000,2,3,1,43,18,0
667,70000,2,3,1,27,13,0
668,30000,2,2,1,35,15,0
669,100000,2,3,1,35,7,0
671,30000,2,2,2,34,18,0
675,320000,2,1,1,41,16,0
678,200000,1,1,2,28,18,0
679,300000,2,2,2,31,1,0
680,30000,2,1,2,56,19,0
681,110000,2,2,3,45,11,0
682,230000,2,1,2,29,11,0
683,230000,2,1,1,35,8,0
684,310000,2,2,2,28,17,0
685,320000,1,1,1,40,15,0
686,360000,1,1,1,47,1,0
688,170000,2,2,2,27,2,0
689,140000,1,1,1,40,2,0
690,80000,1,2,2,32,11,0
691,150000,1,2,2,35,18,0
692,170000,1,2,2,27,10,0
694,70000,1,1,2,30,14,0
695,320000,1,2,1,37,16,0
696,150000,2,1,2,29,13,0
697,50000,2,1,1,34,3,0
698,90000,2,2,2,34,9,0
699,280000,1,1,1,41,9,0
700,300000,2,1,2,31,15,0
701,400000,2,2,2,40,10,0
702,200000,2,1,1,27,7,0
705,30000,2,2,3,22,11,0
707,50000,1,2,1,38,7,0
708,30000,2,3,1,46,15,0
709,20000,1,2,2,24,7,0
710,20000,1,2,2,49,13,0
711,50000,1,1,3,49,10,0
712,30000,2,2,1,42,11,0
713,360000,2,1,1,30,2,0
714,170000,1,2,1,42,19,0
715,400000,2,1,2,31,18,0
716,50000,2,2,1,49,9,0
717,160000,2,2,2,27,9,0
719,150000,2,1,1,35,2,0
720,80000,2,2,2,48,6,0
721,30000,2,2,2,22,19,0
723,180000,2,1,2,27,9,0
724,320000,1,1,1,47,6,0
725,80000,2,2,2,34,19,0
727,360000,2,2,2,39,12,0
728,450000,1,2,2,33,18,0
729,330000,2,2,2,29,6,0
731,50000,2,3,2,26,9,0
732,200000,1,2,1,38,1,0
733,120000,1,1,2,34,7,0
734,160000,2,1,1,37,15,0
735,110000,1,2,1,57,7,0
736,70000,2,3,1,50,19,0
737,150000,2,3,2,28,15,0
738,610000,2,1,2,31,13,0
739,110000,2,1,2,25,10,0
741,170000,2,2,1,33,5,0
742,110000,2,1,2,30,17,0
743,140000,2,1,1,51,8,0
744,70000,1,1,2,51,10,0
745,260000,2,2,1,46,1,0
746,170000,1,3,2,38,2,0
747,50000,2,2,1,34,3,0
751,50000,2,2,1,26,2,0
752,90000,2,1,2,25,16,0
754,500000,2,2,2,43,13,0
755,470000,2,2,1,36,6,0
756,230000,1,2,2,58,7,0
757,140000,2,2,2,26,19,0
759,420000,2,2,2,31,11,0
760,30000,2,2,2,24,11,0
762,140000,2,2,2,24,16,0
763,260000,2,2,1,35,6,0
764,90000,2,3,2,29,9,0
765,240000,2,2,1,33,5,0
766,510000,2,1,2,35,1,0
767,110000,2,2,1,35,4,0
768,210000,2,1,2,28,17,0
769,220000,1,2,1,40,7,0
770,200000,2,1,1,35,6,0
771,360000,2,2,2,53,15,0
772,260000,1,1,2,44,18,0
773,20000,1,2,1,33,3,0
774,120000,2,2,1,32,16,0
775,50000,2,1,2,33,6,0
776,60000,2,1,2,26,11,0
777,200000,1,1,2,26,3,0
778,20000,1,2,2,26,16,0
780,50000,2,2,2,31,7,0
781,230000,1,1,2,29,18,0
782,50000,1,2,1,27,11,0
786,500000,2,1,2,26,14,0
787,370000,2,1,2,38,10,0
788,230000,2,1,1,35,17,0
789,80000,1,2,2,29,12,0
790,60000,2,2,2,29,4,0
791,30000,2,2,2,51,7,0
792,70000,1,1,2,27,9,0
793,410000,1,1,2,32,9,0
794,280000,2,3,1,40,8,0
795,50000,2,1,1,34,18,0
796,100000,2,2,1,30,1,0
797,230000,2,1,2,29,7,0
798,50000,2,1,2,22,16,0
799,100000,2,1,2,48,9,0
800,210000,2,2,1,35,14,0
801,400000,1,1,2,37,3,0
803,50000,2,3,1,44,7,0
804,230000,2,1,2,28,17,0
805,220000,1,2,2,29,7,0
806,300000,2,1,1,36,19,0
807,80000,2,2,2,23,6,0
809,190000,2,1,2,26,6,0
810,160000,2,2,0,37,4,0
811,120000,2,1,3,44,6,0
812,700000,2,1,1,39,7,0
813,140000,2,1,2,24,5,0
814,300000,2,3,1,29,16,0
816,280000,2,2,1,39,1,0
818,20000,2,3,2,24,18,0
819,150000,2,2,1,45,19,0
820,60000,1,1,2,30,16,0
821,200000,2,3,0,51,10,0
823,150000,1,2,1,50,6,0
824,20000,2,1,2,22,19,0
826,170000,2,2,2,33,17,0
827,50000,2,2,1,24,7,0
828,10000,1,2,2,37,16,0
829,200000,2,2,1,58,19,0
830,50000,2,2,1,48,15,0
831,320000,1,1,2,28,15,0
832,20000,2,3,1,24,11,0
834,230000,2,3,2,30,17,0
835,20000,2,1,2,23,6,0
837,80000,2,2,2,23,19,0
838,110000,2,2,1,55,12,0
839,420000,1,2,1,34,13,0
841,80000,2,2,2,22,4,0
842,350000,2,2,1,31,16,0
843,30000,2,2,1,32,4,0
845,500000,1,3,1,39,10,0
846,490000,2,1,1,38,16,0
847,300000,2,2,1,34,18,0
850,80000,2,3,1,57,15,0
851,40000,2,2,2,23,15,0
852,30000,1,2,2,32,5,0
853,50000,1,1,1,37,15,0
854,140000,2,2,2,23,12,0
855,50000,2,3,2,49,15,0
856,30000,2,2,2,25,7,0
859,130000,1,2,2,29,17,0
860,20000,2,2,2,27,11,0
861,50000,1,1,2,26,6,0
862,260000,1,1,1,41,16,0
864,10000,2,2,1,31,11,0
865,200000,1,1,2,32,15,0
866,30000,2,2,1,46,16,0
867,180000,2,2,2,35,7,0
868,100000,1,1,2,35,8,0
869,140000,2,2,1,39,15,0
870,290000,2,2,2,34,6,0
871,20000,2,2,3,52,11,0
872,80000,2,3,1,40,1,0
873,500000,2,3,1,38,2,0
874,180000,1,1,1,45,9,0
875,20000,2,3,1,40,8,0
876,30000,2,2,1,25,11,0
877,150000,1,1,2,33,15,0
878,280000,2,2,2,27,10,0
879,50000,2,2,1,43,5,0
880,20000,2,2,1,43,1,0
881,200000,1,1,2,30,19,0
883,230000,2,1,2,38,1,0
884,50000,1,3,2,57,16,0
886,70000,2,2,2,23,12,0
887,310000,1,1,2,30,10,0
888,180000,2,2,1,30,11,0
889,90000,2,2,2,24,6,0
890,390000,1,2,2,28,16,0
891,150000,2,3,1,34,19,0
892,400000,1,2,2,37,18,0
893,80000,2,2,1,32,11,0
894,320000,1,1,2,27,4,0
896,200000,1,1,2,31,9,0
900,200000,1,1,1,36,1,0
901,360000,1,1,2,30,6,0
902,140000,2,1,1,36,14,0
903,220000,1,2,2,25,13,0
904,100000,1,3,1,50,14,0
905,80000,2,2,2,40,11,0
906,30000,2,2,2,27,1,0
908,120000,2,2,2,26,6,0
909,50000,1,1,2,27,17,0
910,360000,2,1,2,27,9,0
911,90000,2,1,2,25,12,0
912,500000,1,1,2,32,11,0
913,140000,2,3,1,46,6,0
914,30000,1,3,1,45,9,0
915,70000,1,3,1,30,12,0
916,200000,1,1,1,39,15,0
917,350000,1,1,1,48,16,0
919,240000,1,1,2,46,14,0
920,90000,2,1,2,23,18,0
921,260000,2,1,2,33,3,0
922,50000,2,1,2,24,12,0
923,110000,1,1,1,40,12,0
924,20000,2,1,2,24,15,0
925,30000,2,2,2,24,7,0
927,20000,1,2,1,46,16,0
928,50000,2,2,2,22,18,0
929,180000,2,1,2,36,15,0
930,200000,1,1,1,34,12,0
931,260000,2,2,2,24,1,0
935,50000,2,2,1,36,9,0
936,50000,1,2,2,30,14,0
937,90000,2,2,2,29,17,0
938,240000,1,1,2,34,8,0
940,200000,2,2,1,32,8,0
941,50000,2,1,2,25,9,0
942,50000,1,2,1,44,14,0
943,330000,2,1,1,37,6,0
945,50000,2,2,2,23,10,0
946,360000,2,1,2,29,3,0
947,240000,2,2,1,37,1,0
948,50000,1,2,1,59,19,0
949,470000,1,2,2,33,2,0
950,160000,2,3,1,51,13,0
952,80000,2,2,1,32,11,0
953,500000,2,3,2,42,18,0
954,180000,1,2,2,39,14,0
955,110000,2,2,1,46,3,0
956,160000,1,1,1,41,7,0
957,210000,2,2,2,30,9,0
959,350000,1,1,2,35,5,0
962,30000,1,2,2,47,13,0
963,200000,1,2,2,31,4,0
964,30000,1,2,2,30,19,0
965,50000,1,2,2,24,16,0
966,500000,1,1,1,36,2,0
967,30000,1,1,2,28,6,0
968,220000,2,1,1,36,13,0
969,20000,2,2,1,27,16,0
970,180000,2,2,1,32,12,0
972,130000,2,2,1,33,11,0
974,150000,2,1,3,30,2,0
976,50000,2,2,2,22,1,0
978,180000,1,1,2,28,5,0
980,150000,2,3,1,54,18,0
981,70000,2,1,2,24,13,0
982,30000,1,2,2,29,17,0
984,60000,1,3,1,49,8,0
985,50000,2,1,2,23,7,0
987,260000,2,2,1,33,1,0
988,380000,1,3,1,53,7,0
989,360000,2,2,2,25,11,0
990,50000,1,3,1,54,4,0
991,50000,2,3,1,39,7,0
993,80000,2,2,2,27,12,0
996,200000,1,1,2,39,12,0
997,140000,1,1,1,45,13,0
1000,120000,1,2,2,25,11,0
1001,100000,1,2,1,29,14,0
1002,200000,2,2,1,28,12,0
1003,90000,2,2,1,40,11,0
1006,140000,1,1,2,29,5,0
1007,200000,2,2,2,36,12,0
1008,170000,2,2,1,37,11,0
1009,30000,1,2,2,34,1,0
1010,80000,2,1,2,27,2,0
1011,280000,1,1,2,31,13,0
1012,410000,2,1,1,31,11,0
1013,450000,1,1,2,38,3,0
1014,80000,1,2,2,36,14,0
1015,360000,1,1,1,46,12,0
1016,130000,2,1,1,36,6,0
1019,240000,2,3,1,40,10,0
1020,180000,2,3,0,45,4,0
1021,70000,1,1,3,57,16,0
1022,150000,2,2,2,25,15,0
1023,210000,2,3,1,37,18,0
1024,200000,2,1,1,35,8,0
1025,310000,1,2,2,33,18,0
1026,180000,1,1,1,38,19,0
1027,300000,1,2,2,31,18,0
1028,450000,2,1,2,41,2,0
1029,200000,1,1,2,33,14,0
1031,400000,2,1,1,40,16,0
1032,170000,1,1,2,33,17,0
1034,200000,2,2,2,35,19,0
1035,60000,2,2,3,39,11,0
1037,150000,1,1,2,23,2,0
1039,50000,2,3,2,23,14,0
1040,50000,1,3,2,24,16,0
1041,20000,1,2,2,26,15,0
1043,110000,2,2,1,42,16,0
1044,90000,2,1,2,36,16,0
1046,30000,2,1,2,23,16,0
1049,300000,2,1,1,42,13,0
1050,100000,1,2,1,49,14,0
1051,110000,1,2,2,31,9,0
1052,270000,2,3,2,33,10,0
1053,30000,1,1,1,42,4,0
1054,70000,1,3,2,41,11,0
1055,230000,1,2,1,53,6,0
1056,20000,1,2,2,23,11,0
1057,190000,2,1,2,33,10,0
1058,20000,2,2,1,29,16,0
1059,80000,2,3,1,67,3,0
1062,50000,1,2,1,49,19,0
1064,300000,1,1,1,42,1,0
1066,270000,2,2,1,25,7,0
1067,100000,1,3,2,30,4,0
1069,200000,1,1,2,40,16,0
1070,110000,2,1,2,35,7,0
1071,230000,1,1,1,61,2,0
1073,350000,1,1,2,33,6,0
1074,360000,1,6,1,66,5,0
1075,150000,2,2,2,40,2,0
1076,100000,1,3,2,47,8,0
1077,500000,1,1,2,27,12,0
1078,500000,1,1,2,35,18,0
1079,180000,2,3,1,47,11,0
1080,400000,2,3,1,39,1,0
1081,100000,2,2,2,29,18,0
1082,10000,1,2,1,32,4,0
1083,60000,2,1,2,30,13,0
1085,80000,2,2,2,23,5,0
1086,110000,2,2,1,43,8,0
1088,260000,2,2,1,40,15,0
1089,30000,2,3,1,35,9,0
1090,310000,2,1,2,28,14,0
1091,70000,2,2,2,38,10,0
1092,250000,1,1,2,31,19,0
1093,210000,1,3,1,29,13,0
1095,50000,1,2,2,31,16,0
1096,670000,1,1,2,29,12,0
1097,130000,1,1,2,26,9,0
1098,170000,1,1,1,42,12,0
1099,30000,1,3,2,29,10,0
1100,110000,1,1,1,50,9,0
1103,260000,2,2,1,46,2,0
1104,150000,2,3,2,28,7,0
1106,380000,2,1,1,40,2,0
1107,200000,2,1,1,41,5,0
1108,120000,2,2,1,47,4,0
1110,30000,2,2,2,33,3,0
1111,110000,1,2,2,29,5,0
1112,50000,2,3,1,44,10,0
1113,90000,2,2,1,24,4,0
1114,110000,1,1,2,33,13,0
1115,50000,1,3,1,54,18,0
1116,60000,1,1,2,27,18,0
1118,20000,1,1,2,24,11,0
1120,120000,2,2,1,34,1,0
1123,50000,1,2,2,26,9,0
1124,200000,2,2,1,41,3,0
1125,100000,2,2,2,29,14,0
1126,300000,1,1,1,38,14,0
1127,500000,2,1,2,35,7,0
1128,360000,2,2,1,52,2,0
1129,160000,2,1,2,29,17,0
1132,200000,2,2,2,34,15,0
1133,270000,1,1,1,44,5,0
1134,50000,2,2,1,36,15,0
1135,20000,1,2,2,28,15,0
1136,60000,2,2,2,31,8,0
1137,50000,1,2,2,31,17,0
1138,50000,1,2,1,41,4,0
1139,130000,2,3,1,44,8,0
1140,230000,2,3,2,47,17,0
1141,20000,1,2,2,25,8,0
1142,30000,2,1,2,25,6,0
1143,200000,2,1,1,39,5,0
1144,140000,2,2,1,24,14,0
1148,360000,1,1,2,33,13,0
1149,140000,2,1,2,30,9,0
1150,50000,1,2,1,52,18,0
1151,210000,2,2,1,36,15,0
1152,280000,1,1,2,30,8,0
1154,150000,2,1,2,30,13,0
1155,20000,1,3,1,47,5,0
1156,350000,2,2,1,29,9,0
1157,130000,2,1,2,23,8,0
1158,470000,1,3,1,39,14,0
1159,340000,2,2,1,48,11,0
1160,80000,1,2,2,26,15,0
1161,70000,1,1,2,33,19,0
1162,230000,2,2,1,44,15,0
1163,180000,2,2,1,36,8,0
1164,210000,2,2,1,39,9,0
1165,20000,1,2,2,24,19,0
1166,140000,2,2,2,25,10,0
1167,200000,1,1,2,52,14,0
1168,50000,2,3,1,59,4,0
1169,80000,2,1,2,23,3,0
1170,30000,2,3,2,48,3,0
1172,80000,1,3,1,62,2,0
1173,220000,2,3,1,38,5,0
1174,180000,2,1,2,32,1,0
1177,50000,2,2,2,35,18,0
1178,170000,2,2,2,27,7,0
1179,50000,1,2,2,38,9,0
1180,50000,1,2,2,24,4,0
1181,300000,1,2,1,29,19,0
1182,390000,2,1,2,27,8,0
1184,200000,2,1,2,29,19,0
1185,460000,1,1,2,29,14,0
1186,10000,1,2,2,23,12,0
1188,50000,2,2,1,50,6,0
1189,480000,2,2,1,38,5,0
1190,180000,2,1,2,24,1,0
1191,240000,2,1,2,29,12,0
1192,250000,1,1,2,38,5,0
1194,200000,1,1,1,37,3,0
1195,100000,2,3,1,66,7,0
1196,160000,2,1,1,39,18,0
1197,80000,2,2,1,45,17,0
1198,130000,1,2,1,44,5,0
1200,360000,1,1,1,36,6,0
1201,120000,2,3,1,40,14,0
1202,120000,1,1,2,29,9,0
1203,300000,2,1,2,48,15,0
1204,60000,2,2,2,23,16,0
1205,210000,2,2,1,50,12,0
1208,200000,1,2,1,33,12,0
1211,210000,2,1,1,37,13,0
1212,160000,2,3,2,26,11,0
1214,80000,2,3,1,26,16,0
1215,360000,1,1,2,43,16,0
1216,230000,1,1,2,32,13,0
1217,360000,1,3,1,54,18,0
1218,340000,2,1,1,30,17,0
1219,50000,2,1,2,22,16,0
1220,80000,1,2,2,38,4,0
1221,50000,2,2,2,24,16,0
1222,30000,2,1,2,24,8,0
1223,210000,1,1,2,26,6,0
1225,20000,1,2,2,21,14,0
1227,240000,2,3,1,41,11,0
1228,500000,2,2,1,50,17,0
1230,50000,1,3,2,46,6,0
1232,680000,1,1,2,37,8,0
1233,50000,1,1,1,47,5,0
1234,100000,2,2,1,40,10,0
1235,280000,2,1,2,30,13,0
1238,60000,1,1,1,33,6,0
1240,80000,2,2,1,35,4,0
1241,500000,1,1,1,45,19,0
1242,70000,2,3,1,32,7,0
1243,160000,2,2,1,45,3,0
1245,10000,1,3,2,35,14,0
1246,90000,1,1,2,26,19,0
1248,90000,2,2,2,35,8,0
1249,180000,2,3,2,42,7,0
1251,270000,1,2,2,35,4,0
1253,20000,2,1,2,22,15,0
1254,100000,1,2,2,30,11,0
1255,290000,1,1,1,46,14,0
1256,70000,1,3,2,28,3,0
1257,230000,1,1,2,26,6,0
1258,180000,2,1,2,28,12,0
1259,210000,1,1,2,33,9,0
1260,50000,1,1,2,24,4,0
1261,150000,1,1,2,37,14,0
1263,50000,1,2,1,44,5,0
1265,220000,1,2,2,29,15,0
1266,80000,2,5,2,27,8,0
1267,220000,2,2,1,32,8,0
1268,70000,2,2,2,34,1,0
1270,180000,2,2,2,32,9,0
1271,50000,2,3,1,57,14,0
1272,10000,2,2,3,46,6,0
1273,370000,2,1,1,53,17,0
1274,20000,2,1,2,26,12,0
1275,150000,1,2,1,34,2,0
1277,480000,2,2,1,54,14,0
1278,50000,1,3,2,26,9,0
1279,170000,1,2,2,31,14,0
1280,400000,2,2,2,30,14,0
1281,200000,2,1,2,31,4,0
1282,360000,1,1,2,34,13,0
1283,140000,2,5,2,36,10,0
1284,260000,1,3,1,34,14,0
1285,440000,2,2,2,26,7,0
1286,500000,1,2,1,43,12,0
1287,230000,2,2,1,29,19,0
1288,470000,1,2,1,41,17,0
1290,210000,2,2,2,24,17,0
1291,20000,2,1,2,23,19,0
1292,20000,2,3,1,53,5,0
1293,200000,2,2,1,34,3,0
1295,300000,1,2,2,41,5,0
1296,320000,2,1,2,30,11,0
1297,50000,1,2,2,29,19,0
1298,200000,2,2,1,34,12,0
1301,60000,1,3,2,36,8,0
1303,50000,2,3,2,30,8,0
1305,30000,1,2,2,25,13,0
1306,190000,1,2,1,49,4,0
1307,70000,2,1,2,23,8,0
1308,330000,2,2,1,28,11,0
1309,110000,2,2,2,24,15,0
1310,270000,1,3,1,47,10,0
1312,20000,1,2,2,24,6,0
1313,320000,1,2,2,32,11,0
1314,430000,1,1,2,31,2,0
1315,50000,2,1,1,37,3,0
1317,500000,1,2,1,49,8,0
1318,80000,1,3,1,45,3,0
1319,390000,2,1,1,34,4,0
1320,250000,2,1,1,43,6,0
1321,390000,2,1,2,31,11,0
1322,100000,2,1,1,35,8,0
1323,360000,2,1,1,42,8,0
1324,140000,1,1,2,36,14,0
1325,110000,1,2,1,51,17,0
1326,170000,1,3,1,48,16,0
1327,170000,1,2,1,48,5,0
1328,180000,2,2,2,25,1,0
1329,140000,1,2,1,41,3,0
1330,20000,2,2,1,49,5,0
1331,150000,1,1,2,28,16,0
1332,50000,2,2,2,28,19,0
1334,80000,1,2,1,41,2,0
1336,60000,2,3,2,32,16,0
1338,290000,2,1,2,31,4,0
1339,80000,2,1,2,23,3,0
1341,200000,2,3,2,49,5,0
1342,200000,2,1,1,34,12,0
1344,20000,2,2,2,26,5,0
1346,120000,2,1,2,35,12,0
1347,220000,2,2,1,49,3,0
1348,630000,1,1,2,40,1,0
1349,300000,2,1,2,34,12,0
1351,50000,1,2,2,29,15,0
1353,130000,1,1,2,30,14,0
1354,30000,2,3,1,28,17,0
1355,50000,2,2,1,27,6,0
1356,70000,2,3,1,38,4,0
1357,80000,1,2,2,29,15,0
1359,390000,1,1,1,41,9,0
1360,470000,2,2,2,32,13,0
1361,240000,2,2,2,30,16,0
1362,140000,2,1,2,29,9,0
1364,150000,2,1,2,25,13,0
1365,120000,1,1,1,46,7,0
1366,20000,2,2,1,47,1,0
1367,260000,2,4,2,42,9,0
